id;nombre;tipo;comuna;barrio;longitud_m;anio;turno;cantidadFrecuencia
14897;CALVO, CARLOS;Ciclovías mano doble;3;San Cristobal;157.20;2024;tarde;122
13409;CHILE;Ciclovías mano única;1;Monserrat;130.24;2024;tarde;84
26910;UNANUE;Ciclovías mano única;8;Villa Lugano;67.03;2024;tarde;11
4465;LA PAMPA;Ciclovías mano doble;12;Villa Urquiza;47.37;2024;tarde;315
26785;UNANUE;Ciclovías mano única;8;Villa Lugano;106.09;2024;tarde;11
4115;MARTINEZ, ENRIQUE, GRAL.;Ciclovías mano doble;13;Colegiales;82.80;2024;tarde;11
8168;ALVEAR, MARCELO T. DE;Ciclovías mano doble;2;Recoleta;125.38;2024;tarde;49
13456;MEXICO;Ciclovías mano doble;3;Balvanera;87.28;2024;tarde;93
19836;PEDERNERA;Ciclovías mano doble;7;Flores;60.03;2024;tarde;39
6517;AZCUENAGA;Ciclovías mano doble;2;Recoleta;93.72;2024;tarde;109
5089;GODOY CRUZ;Ciclovías mano doble;14;Palermo;144.46;2024;tarde;98
6360;GRIVEO;Ciclovías mano doble;12;Villa Pueyrredon;69.21;2024;tarde;55
32418;YERBAL;Ciclovías mano doble;6;Caballito;30.86;2024;tarde;37
1459;11 DE SEPTIEMBRE DE 1888;Ciclovías mano doble;13;Belgrano;60.89;2024;tarde;29
18137;ESTRADA;Ciclovías mano doble;7;Parque Chacabuco;27.29;2024;tarde;19
12319;ALSINA, ADOLFO;Ciclovías mano doble;3;Balvanera;111.90;2024;tarde;0
9210;MONTEVIDEO;Ciclovías mano doble;1;San Nicolas;141.32;2024;tarde;226
1523;IBERA;Ciclovías mano doble;13;Nuñez;101.31;2024;tarde;98
4198;GUATEMALA;Ciclovías mano doble;14;Palermo;135.69;2024;tarde;98
9658;TUCUMAN;Ciclovías mano doble;3;Balvanera;108.57;2024;tarde;225
7000;AZCUENAGA;Ciclovías mano doble;2;Recoleta;141.26;2024;tarde;109
14956;GONZALEZ, ELPIDIO;Ciclovías mano doble;10;Monte Castro;141.33;2024;tarde;100
15681;VALLE;Ciclovías mano doble;6;Caballito;160.43;2024;tarde;106
17440;DOBLAS;Ciclovías mano doble;7;Parque Chacabuco;119.40;2024;tarde;96
12949;DIAZ, CESAR, GRAL.;Ciclovías mano doble;11;Villa Santa Rita;75.02;2024;tarde;96
5870;GORRITI;Ciclovías mano doble;14;Palermo;115.84;2024;tarde;235
14985;TACUARI;Ciclovías mano doble;1;Constitucion;135.60;2024;tarde;222
12884;GARCIA, JUAN AGUSTIN;Ciclovías mano doble;11;Villa Santa Rita;70.17;2024;tarde;59
11011;TRES ARROYOS;Ciclovías mano doble;6;Caballito;125.72;2024;tarde;242
15317;MORON;Ciclovías mano doble;7;Flores;131.90;2024;tarde;67
8512;BILLINGHURST;Ciclovías mano doble;2;Recoleta;130.13;2024;tarde;0
3281;BLANCO ENCALADA;Ciclovías mano doble;12;Villa Urquiza;108.96;2024;tarde;142
9552;HUMAHUACA;Ciclovías mano doble;5;Almagro;147.69;2024;tarde;245
12003;CEVALLOS, VIRREY;Ciclovías mano doble;1;Monserrat;134.34;2024;tarde;275
2815;11 DE SEPTIEMBRE DE 1888;Ciclovías mano doble;14;Palermo;155.92;2024;tarde;29
15798;CEVALLOS, VIRREY;Ciclovías mano doble;1;Constitucion;118.95;2024;tarde;275
16344;LIMA;Ciclovías mano doble;1;Constitucion;108.31;2024;tarde;0
22201;PATRON;Ciclovías mano doble;9;Liniers;98.28;2024;tarde;43
12163;ALSINA, ADOLFO;Ciclovías mano doble;3;Balvanera;117.02;2024;tarde;0
13484;LINIERS VIRREY;Ciclovías mano doble;5;Almagro;121.86;2024;tarde;0
9389;SUIPACHA;Ciclovías mano doble;1;San Nicolas;127.52;2024;tarde;132
9569;TUCUMAN;Ciclovías mano doble;1;San Nicolas;118.91;2024;tarde;225
6653;ALVAREZ, JULIAN;Ciclovías mano doble;14;Palermo;72.43;2024;tarde;173
13570;AZOPARDO;Ciclovías mano doble;1;San Telmo;138.57;2024;tarde;0
6223;NUEVA YORK;Ciclovías mano doble;15;Agronomia;64.85;2024;tarde;24
13764;DIAZ, CESAR, GRAL.;Ciclovías mano doble;11;Villa Santa Rita;105.07;2024;tarde;96
20942;RODO, JOSE E.;Ciclovías mano doble;9;Parque Avellaneda;41.50;2024;tarde;28
2738;PEDRAZA, MANUELA;Ciclovías mano doble;12;Villa Urquiza;131.59;2024;tarde;44
18154;FINOCHIETTO ENRIQUE DR.;Ciclovías mano doble;4;Barracas;148.17;2024;tarde;0
14520;TREINTA Y TRES ORIENTALES;Ciclovías mano doble;5;Almagro;137.21;2024;tarde;106
17577;ESTRADA;Ciclovías mano doble;7;Parque Chacabuco;61.75;2024;tarde;19
12129;DIAZ, CESAR, GRAL.;Ciclovías mano doble;11;Villa Gral. Mitre;128.66;2024;tarde;96
28821;ARENALES;Ciclovías mano doble;1;Retiro;34.28;2024;tarde;130
17548;ESTRADA;Ciclovías mano doble;7;Parque Chacabuco;64.39;2024;tarde;19
24299;PATRON;Ciclovías mano doble;9;Liniers;103.25;2024;tarde;43
3041;PEDRAZA, MANUELA;Ciclovías mano doble;12;Villa Urquiza;66.30;2024;tarde;44
18196;TREINTA Y TRES ORIENTALES;Ciclovías mano doble;5;Boedo;150.04;2024;tarde;106
1085;MONROE;Ciclovías mano doble;13;Belgrano;6.33;2024;tarde;67
17063;MORON;Ciclovías mano doble;10;Velez Sarsfield;109.41;2024;tarde;67
20824;HORNOS, GRAL.;Ciclovías mano doble;4;Barracas;175.20;2024;tarde;56
4330;GUATEMALA;Ciclovías mano doble;14;Palermo;129.55;2024;tarde;98
22567;POLA;Ciclovías mano doble;9;Mataderos;72.34;2024;tarde;70
16117;PAVON;Ciclovías mano doble;1;Constitucion;127.50;2024;tarde;36
11346;TACUARI;Ciclovías mano doble;1;Monserrat;66.86;2024;tarde;222
12837;SASTRE, MARCOS;Ciclovías mano doble;10;Monte Castro;52.73;2024;tarde;60
8344;ALVEAR, MARCELO T. DE;Ciclovías mano doble;2;Recoleta;113.56;2024;tarde;49
731;SUPERI;Ciclovías mano doble;12;Saavedra;18.33;2024;tarde;315
3594;AMENABAR;Ciclovías mano doble;13;Colegiales;107.76;2024;tarde;227
19051;PICHEUTA;Ciclovías mano doble;7;Parque Chacabuco;49.68;2024;tarde;53
28128;POLA;Ciclovías mano doble;9;Mataderos;13.36;2024;tarde;70
14386;MENDEZ DE ANDES;Ciclovías mano doble;7;Flores;54.92;2024;tarde;85
2016;SUPERI;Ciclovías mano doble;12;Coghlan;133.92;2024;tarde;315
22384;PATRON;Ciclovías mano doble;9;Liniers;104.60;2024;tarde;43
4082;MARTINEZ, ENRIQUE, GRAL.;Ciclovías mano doble;13;Colegiales;104.25;2024;tarde;11
15407;TACUARI;Ciclovías mano doble;1;Constitucion;168.41;2024;tarde;222
7946;GORRITI;Ciclovías mano doble;14;Palermo;157.06;2024;tarde;235
12013;VALLESE, FELIPE;Ciclovías mano doble;6;Caballito;154.55;2024;tarde;100
14043;TACUARI;Ciclovías mano doble;1;Constitucion;108.25;2024;tarde;222
12358;BOLIVAR;Ciclovías mano doble;1;Monserrat;129.36;2024;tarde;27
14430;CALVO, CARLOS;Ciclovías mano doble;1;Constitucion;136.67;2024;tarde;122
18677;LAS CASAS;Ciclovías mano doble;5;Boedo;101.41;2024;tarde;0
15231;DEAN FUNES;Ciclovías mano doble;3;San Cristobal;133.48;2024;tarde;31
5088;GORRITI;Ciclovías mano doble;14;Palermo;140.23;2024;tarde;235
2435;11 DE SEPTIEMBRE DE 1888;Ciclovías mano doble;13;Belgrano;126.51;2024;tarde;29
13491;CHILE;Ciclovías mano doble;1;Monserrat;122.99;2024;tarde;84
16596;LIMA;Ciclovías mano doble;1;Constitucion;99.40;2024;tarde;0
2512;AMENABAR;Ciclovías mano doble;13;Belgrano;128.51;2024;tarde;227
3000;SUPERI;Ciclovías mano doble;13;Belgrano;127.28;2024;tarde;315
18509;BONIFACIO, JOSE;Ciclovías mano doble;7;Flores;125.58;2024;tarde;97
6220;FRENCH;Ciclovías mano doble;2;Recoleta;140.00;2024;tarde;88
23900;PATRON;Ciclovías mano doble;9;Liniers;103.31;2024;tarde;43
11804;ALSINA, ADOLFO;Ciclovías mano única;1;Monserrat;130.79;2024;tarde;0
9578;PADILLA;Ciclovías mano doble;15;Villa Crespo;98.17;2024;tarde;86
1394;MONROE;Ciclovías mano doble;13;Belgrano;116.00;2024;tarde;67
1819;AMENABAR;Ciclovías mano doble;13;Belgrano;101.15;2024;tarde;227
19268;USPALLATA;Ciclovías mano doble;4;Parque Patricios;175.54;2024;tarde;0
13851;MENDEZ DE ANDES;Ciclovías mano doble;6;Caballito;128.09;2024;tarde;85
3342;MILLER;Ciclovías mano doble;12;Villa Urquiza;129.45;2024;tarde;67
11763;DIAZ, CESAR, GRAL.;Ciclovías mano doble;11;Villa Gral. Mitre;60.52;2024;tarde;96
7465;GORRITI;Ciclovías mano doble;14;Palermo;98.65;2024;tarde;235
2286;MILLER;Ciclovías mano doble;12;Villa Urquiza;174.46;2024;tarde;67
14336;GONZALEZ, ELPIDIO;Ciclovías mano doble;10;Monte Castro;116.52;2024;tarde;100
15132;ESTADOS UNIDOS;Ciclovías mano doble;5;Boedo;122.80;2024;tarde;156
14373;CALVO, CARLOS;Ciclovías mano doble;1;Constitucion;140.74;2024;tarde;122
5154;ROSETI;Ciclovías mano doble;15;Chacarita;159.15;2024;tarde;80
12029;ALSINA, ADOLFO;Ciclovías mano doble;1;Monserrat;131.16;2024;tarde;0
1388;IBERA;Ciclovías mano doble;13;Nuñez;81.18;2024;tarde;98
6082;CERETTI;Ciclovías mano doble;15;Parque Chas;95.01;2024;tarde;61
20644;PRIMERA JUNTA;Ciclovías mano doble;7;Flores;127.85;2024;tarde;39
12960;TREINTA Y TRES ORIENTALES;Ciclovías mano doble;5;Almagro;111.52;2024;tarde;106
10875;GARCIA, JUAN AGUSTIN;Ciclovías mano doble;11;Villa Gral. Mitre;123.67;2024;tarde;59
1579;MILLER;Ciclovías mano doble;12;Saavedra;26.58;2024;tarde;67
6822;GRIVEO;Ciclovías mano doble;11;Villa Devoto;58.51;2024;tarde;55
3849;LUGONES;Ciclovías mano doble;12;Villa Urquiza;122.08;2024;tarde;142
11937;ALSINA, ADOLFO;Ciclovías mano única;1;Monserrat;123.10;2024;tarde;0
11678;ALSINA, ADOLFO;Ciclovías mano única;1;Monserrat;128.78;2024;tarde;0
15438;MORON;Ciclovías mano doble;7;Flores;136.00;2024;tarde;67
8466;SUIPACHA;Ciclovías mano doble;1;Retiro;134.69;2024;tarde;132
3199;BLANCO ENCALADA;Ciclovías mano doble;12;Villa Urquiza;105.14;2024;tarde;142
21426;POLA;Ciclovías mano doble;9;Liniers;147.33;2024;tarde;70
17519;MORON;Ciclovías mano doble;10;Velez Sarsfield;59.69;2024;tarde;67
17143;DOBLAS;Ciclovías mano doble;7;Parque Chacabuco;120.38;2024;tarde;96
5910;GRIVEO;Ciclovías mano doble;12;Villa Pueyrredon;77.87;2024;tarde;55
10926;POTOSI;Ciclovías mano doble;5;Almagro;136.93;2024;tarde;189
17357;MORON;Ciclovías mano doble;10;Velez Sarsfield;116.77;2024;tarde;67
15097;DOBLAS;Ciclovías mano doble;6;Caballito;181.51;2024;tarde;96
572;SUPERI;Ciclovías mano doble;12;Saavedra;50.21;2024;tarde;315
18217;15 DE NOVIEMBRE DE 1889;Ciclovías mano doble;4;Parque Patricios;137.30;2024;tarde;60
19415;RONDEAU;Ciclovías mano doble;5;Boedo;59.65;2024;tarde;0
13618;LINIERS VIRREY;Ciclovías mano doble;5;Almagro;57.68;2024;tarde;0
18180;USPALLATA;Ciclovías mano doble;4;Barracas;78.08;2024;tarde;0
4484;GUATEMALA;Ciclovías mano doble;14;Palermo;129.34;2024;tarde;98
1312;SUPERI;Ciclovías mano doble;12;Saavedra;141.13;2024;tarde;315
1462;IBERA;Ciclovías mano doble;13;Nuñez;100.00;2024;tarde;98
9529;TUCUMAN;Ciclovías mano doble;1;San Nicolas;137.66;2024;tarde;225
13423;DIAZ, CESAR, GRAL.;Ciclovías mano doble;11;Villa Santa Rita;136.76;2024;tarde;96
3990;LUGONES;Ciclovías mano doble;12;Villa Urquiza;121.93;2024;tarde;142
11840;ALSINA, ADOLFO;Ciclovías mano única;1;Monserrat;135.52;2024;tarde;0
1368;MILLER;Ciclovías mano doble;12;Saavedra;91.71;2024;tarde;67
5479;ROSETI;Ciclovías mano doble;15;Chacarita;108.52;2024;tarde;80
12566;ALSINA, ADOLFO;Ciclovías mano doble;3;Balvanera;157.48;2024;tarde;0
30305;PEDRAZA, MANUELA;Ciclovías mano doble;12;Villa Urquiza;30.40;2024;tarde;44
16922;TACUARI;Ciclovías mano doble;4;Barracas;147.86;2024;tarde;222
9877;ECUADOR;Ciclovías mano doble;3;Balvanera;160.70;2024;tarde;120
8559;PADILLA;Ciclovías mano doble;15;Villa Crespo;130.27;2024;tarde;86
19597;PICHEUTA;Ciclovías mano doble;7;Parque Chacabuco;62.02;2024;tarde;53
11785;ALSINA, ADOLFO;Ciclovías mano única;1;Monserrat;132.00;2024;tarde;0
22678;PATRON;Ciclovías mano doble;9;Liniers;86.39;2024;tarde;43
8277;ALVEAR, MARCELO T. DE;Ciclovías mano doble;1;Retiro;36.87;2024;tarde;49
13644;CHILE;Ciclovías mano doble;3;Balvanera;138.82;2024;tarde;84
15346;CHIVILCOY;Ciclovías mano doble;10;Floresta;68.84;2024;tarde;118
18682;RONDEAU;Ciclovías mano doble;4;Parque Patricios;151.53;2024;tarde;0
16268;RINCON;Ciclovías mano doble;3;San Cristobal;134.81;2024;tarde;0
4995;ARENAL, CONCEPCION;Ciclovías mano doble;13;Colegiales;80.16;2024;tarde;55
13509;CHILE;Ciclovías mano doble;1;Monserrat;146.73;2024;tarde;84
15863;SASTRE, MARCOS;Ciclovías mano doble;10;Monte Castro;64.94;2024;tarde;60
1454;AMENABAR;Ciclovías mano doble;13;Nuñez;142.16;2024;tarde;227
21721;RODO, JOSE E.;Ciclovías mano doble;9;Parque Avellaneda;73.52;2024;tarde;28
17937;HORNOS, GRAL.;Ciclovías mano doble;4;Barracas;228.44;2024;tarde;56
12088;ALSINA, ADOLFO;Ciclovías mano doble;3;Balvanera;138.90;2024;tarde;0
15198;ESTADOS UNIDOS;Ciclovías mano doble;5;Boedo;71.87;2024;tarde;156
8365;ALVEAR, MARCELO T. DE;Ciclovías mano doble;2;Recoleta;122.39;2024;tarde;49
4424;BLANCO ENCALADA;Ciclovías mano doble;12;Villa Urquiza;119.90;2024;tarde;142
17439;ESTRADA;Ciclovías mano doble;7;Parque Chacabuco;121.80;2024;tarde;19
6865;GORRITI;Ciclovías mano doble;14;Palermo;111.19;2024;tarde;235
4897;ARENAL, CONCEPCION;Ciclovías mano doble;13;Colegiales;128.28;2024;tarde;55
10334;SUIPACHA;Ciclovías mano doble;1;San Nicolas;140.11;2024;tarde;132
2620;BLANCO ENCALADA;Ciclovías mano doble;13;Belgrano;169.93;2024;tarde;142
17982;MORON;Ciclovías mano doble;10;Villa Luro;131.76;2024;tarde;67
7641;SAN MARTIN;Ciclovías mano doble;1;Retiro;191.80;2024;tarde;57
5095;ROSETI;Ciclovías mano doble;15;Villa Ortuzar;131.66;2024;tarde;80
12370;SASTRE, MARCOS;Ciclovías mano doble;10;Monte Castro;138.47;2024;tarde;60
18937;BONIFACIO, JOSE;Ciclovías mano doble;10;Floresta;108.09;2024;tarde;97
1519;BLANCO ENCALADA;Ciclovías mano doble;13;Belgrano;5.89;2024;tarde;142
10923;POTOSI;Ciclovías mano doble;5;Almagro;157.19;2024;tarde;189
7002;GRIVEO;Ciclovías mano doble;11;Villa Devoto;52.61;2024;tarde;55
4766;GRIVEO;Ciclovías mano doble;12;Villa Pueyrredon;129.35;2024;tarde;55
13069;TACUARI;Ciclovías mano doble;1;Monserrat;119.16;2024;tarde;222
3439;MILLER;Ciclovías mano doble;12;Villa Urquiza;103.26;2024;tarde;67
12328;CEVALLOS, VIRREY;Ciclovías mano doble;1;Monserrat;131.06;2024;tarde;275
23850;RODO, JOSE E.;Ciclovías mano doble;9;Mataderos;105.33;2024;tarde;28
1898;IBERA;Ciclovías mano doble;12;Coghlan;103.86;2024;tarde;98
9935;SAN MARTIN;Ciclovías mano doble;1;San Nicolas;122.35;2024;tarde;57
18379;BONIFACIO, JOSE;Ciclovías mano doble;7;Flores;136.28;2024;tarde;97
19000;HORNOS, GRAL.;Ciclovías mano doble;4;Barracas;171.49;2024;tarde;56
3784;SUPERI;Ciclovías mano doble;13;Colegiales;40.47;2024;tarde;315
5586;GODOY CRUZ;Ciclovías mano doble;14;Palermo;120.27;2024;tarde;98
5956;NUEVA YORK;Ciclovías mano doble;15;Agronomia;91.70;2024;tarde;24
8463;ACUÑA DE FIGUEROA, FRANCISCO;Ciclovías mano doble;14;Palermo;146.58;2024;tarde;74
14309;RINCON;Ciclovías mano doble;3;San Cristobal;131.19;2024;tarde;0
7075;FRENCH;Ciclovías mano doble;2;Recoleta;126.53;2024;tarde;88
16209;TREINTA Y TRES ORIENTALES;Ciclovías mano doble;5;Boedo;94.10;2024;tarde;106
4119;LA PAMPA;Ciclovías mano doble;12;Villa Urquiza;103.86;2024;tarde;315
2122;PEDRAZA, MANUELA;Ciclovías mano doble;12;Villa Urquiza;99.78;2024;tarde;44
3895;SUPERI;Ciclovías mano doble;13;Colegiales;97.72;2024;tarde;315
13186;CHIVILCOY;Ciclovías mano doble;10;Monte Castro;144.84;2024;tarde;118
12187;ALSINA, ADOLFO;Ciclovías mano doble;3;Balvanera;140.58;2024;tarde;0
6939;GRIVEO;Ciclovías mano doble;11;Villa Devoto;76.20;2024;tarde;55
11327;CHIVILCOY;Ciclovías mano doble;11;Villa Devoto;104.38;2024;tarde;118
4422;LA PAMPA;Ciclovías mano doble;12;Villa Urquiza;69.33;2024;tarde;315
14090;DEAN FUNES;Ciclovías mano doble;3;Balvanera;99.37;2024;tarde;31
13227;DIAZ, CESAR, GRAL.;Ciclovías mano doble;11;Villa Santa Rita;137.72;2024;tarde;96
18962;DOBLAS;Ciclovías mano doble;7;Parque Chacabuco;90.50;2024;tarde;96
15912;SASTRE, MARCOS;Ciclovías mano doble;10;Versalles;99.21;2024;tarde;60
26951;UNANUE;Ciclovías mano única;8;Villa Lugano;103.33;2024;tarde;11
17647;ESTRADA;Ciclovías mano doble;7;Parque Chacabuco;59.55;2024;tarde;19
17012;BOLIVAR;Ciclovías mano doble;4;Barracas;25.12;2024;tarde;27
15719;DOBLAS;Ciclovías mano doble;6;Caballito;79.96;2024;tarde;96
12467;LINIERS VIRREY;Ciclovías mano doble;5;Almagro;139.97;2024;tarde;0
12046;VALLESE, FELIPE;Ciclovías mano doble;6;Caballito;29.95;2024;tarde;100
1188;MILLER;Ciclovías mano doble;12;Saavedra;100.84;2024;tarde;67
16072;RIGLOS;Ciclovías mano doble;6;Caballito;158.70;2024;tarde;106
24674;POLA;Ciclovías mano doble;9;Mataderos;145.34;2024;tarde;70
24150;PATRON;Ciclovías mano doble;9;Liniers;103.31;2024;tarde;43
8209;ALVEAR, MARCELO T. DE;Ciclovías mano doble;1;Retiro;135.16;2024;tarde;49
10178;SARMIENTO;Ciclovías mano doble;1;San Nicolas;60.48;2024;tarde;101
12880;CHIVILCOY;Ciclovías mano doble;10;Monte Castro;152.15;2024;tarde;118
9045;OROÑO, NICASIO;Ciclovías mano doble;15;Paternal;118.60;2024;tarde;16
8881;VIAMONTE;Ciclovías mano doble;1;San Nicolas;35.59;2024;tarde;57
1578;AMENABAR;Ciclovías mano doble;13;Nuñez;140.27;2024;tarde;227
4333;MARTINEZ, ENRIQUE, GRAL.;Ciclovías mano doble;13;Colegiales;181.75;2024;tarde;11
10541;BILLINGHURST;Ciclovías mano doble;5;Almagro;94.23;2024;tarde;0
21556;BALBASTRO;Ciclovías mano doble;7;Flores;116.40;2024;tarde;15
20434;BALBASTRO;Ciclovías mano doble;7;Parque Chacabuco;120.79;2024;tarde;15
24114;RODO, JOSE E.;Ciclovías mano doble;9;Mataderos;99.99;2024;tarde;28
8391;ALVEAR, MARCELO T. DE;Ciclovías mano doble;2;Recoleta;133.48;2024;tarde;49
7829;ARENALES;Ciclovías mano doble;2;Recoleta;58.08;2024;tarde;130
24471;POLA;Ciclovías mano doble;9;Mataderos;135.70;2024;tarde;70
27992;BALBASTRO;Ciclovías mano doble;7;Flores;13.67;2024;tarde;15
15220;RINCON;Ciclovías mano doble;3;San Cristobal;138.54;2024;tarde;0
5928;CERETTI;Ciclovías mano doble;15;Parque Chas;95.45;2024;tarde;61
22550;HORNOS, GRAL.;Ciclovías mano doble;4;Barracas;158.08;2024;tarde;56
18421;DOBLAS;Ciclovías mano doble;7;Parque Chacabuco;151.44;2024;tarde;96
3079;CERETTI;Ciclovías mano doble;12;Villa Urquiza;94.51;2024;tarde;61
3397;MOLDES;Ciclovías mano doble;13;Colegiales;100.02;2024;tarde;64
12038;GARCIA, JUAN AGUSTIN;Ciclovías mano doble;11;Villa Santa Rita;68.95;2024;tarde;59
6129;AZCUENAGA;Ciclovías mano doble;2;Recoleta;173.39;2024;tarde;109
19041;RONDEAU;Ciclovías mano doble;4;Parque Patricios;182.44;2024;tarde;0
14029;BOLIVAR;Ciclovías mano doble;1;San Telmo;149.43;2024;tarde;27
1175;IBERA;Ciclovías mano doble;13;Nuñez;17.31;2024;tarde;98
16983;BRASIL;Ciclovías mano doble;1;Constitucion;70.74;2024;tarde;93
12131;GARCIA, JUAN AGUSTIN;Ciclovías mano doble;11;Villa Santa Rita;68.37;2024;tarde;59
19411;BONIFACIO, JOSE;Ciclovías mano doble;10;Floresta;70.21;2024;tarde;97
13973;CHIVILCOY;Ciclovías mano doble;10;Monte Castro;67.81;2024;tarde;118
2110;IBERA;Ciclovías mano doble;12;Coghlan;50.12;2024;tarde;98
20762;PRIMERA JUNTA;Ciclovías mano doble;7;Flores;62.23;2024;tarde;39
10296;SARMIENTO;Ciclovías mano doble;1;San Nicolas;130.45;2024;tarde;101
6148;GORRITI;Ciclovías mano doble;14;Palermo;78.58;2024;tarde;235
3367;BLANCO ENCALADA;Ciclovías mano doble;12;Villa Urquiza;103.94;2024;tarde;142
10208;SARMIENTO;Ciclovías mano doble;1;San Nicolas;104.29;2024;tarde;101
12967;SASTRE, MARCOS;Ciclovías mano doble;10;Monte Castro;44.51;2024;tarde;60
11036;GARCIA, JUAN AGUSTIN;Ciclovías mano doble;11;Villa Gral. Mitre;135.44;2024;tarde;59
12627;DON BOSCO;Ciclovías mano doble;5;Almagro;125.43;2024;tarde;70
6132;GODOY CRUZ;Ciclovías mano doble;14;Palermo;122.86;2024;tarde;98
3799;LA PAMPA;Ciclovías mano doble;12;Villa Urquiza;104.70;2024;tarde;315
18781;LAS CASAS;Ciclovías mano doble;5;Boedo;55.87;2024;tarde;0
7934;SUIPACHA;Ciclovías mano doble;1;Retiro;58.07;2024;tarde;132
7561;GRIVEO;Ciclovías mano doble;11;Villa Devoto;93.39;2024;tarde;55
3758;SUPERI;Ciclovías mano doble;13;Colegiales;75.12;2024;tarde;315
9869;PADILLA;Ciclovías mano doble;15;Villa Crespo;126.29;2024;tarde;86
7754;JUNCAL;Ciclovías mano doble;2;Recoleta;195.61;2024;tarde;134
11312;LAMAS, ANDRES;Ciclovías mano doble;11;Villa Gral. Mitre;18.32;2024;tarde;93
9461;TUCUMAN;Ciclovías mano doble;1;San Nicolas;130.05;2024;tarde;225
31247;BOLIVAR;Ciclovías mano doble;1;San Telmo;9.49;2024;tarde;27
9460;HUMAHUACA;Ciclovías mano doble;5;Almagro;142.49;2024;tarde;245
4536;LA PAMPA;Ciclovías mano doble;12;Villa Urquiza;88.36;2024;tarde;315
17707;RIGLOS;Ciclovías mano doble;7;Parque Chacabuco;119.87;2024;tarde;106
5372;ROSETI;Ciclovías mano doble;15;Chacarita;121.98;2024;tarde;80
542;PEDRAZA, MANUELA;Ciclovías mano doble;13;Nuñez;101.25;2024;tarde;44
8021;PADILLA;Ciclovías mano doble;15;Villa Crespo;102.35;2024;tarde;86
626;CUBA;Ciclovías mano doble;13;Nuñez;104.86;2024;tarde;37
16022;MORON;Ciclovías mano doble;10;Floresta;100.62;2024;tarde;67
5208;LA PAMPA;Ciclovías mano doble;12;Villa Urquiza;70.19;2024;tarde;315
6532;NUEVA YORK;Ciclovías mano doble;15;Agronomia;129.79;2024;tarde;24
15022;MENDEZ DE ANDES;Ciclovías mano doble;7;Flores;102.07;2024;tarde;85
12978;BOLIVAR;Ciclovías mano doble;1;Monserrat;125.93;2024;tarde;27
30418;SARMIENTO;Ciclovías mano doble;1;San Nicolas;23.66;2024;tarde;101
4831;MARTINEZ, ENRIQUE, GRAL.;Ciclovías mano doble;13;Colegiales;114.43;2024;tarde;11
9200;ECUADOR;Ciclovías mano doble;3;Balvanera;120.84;2024;tarde;120
21122;HORNOS, GRAL.;Ciclovías mano doble;4;Barracas;47.61;2024;tarde;56
10861;BILLINGHURST;Ciclovías mano doble;5;Almagro;145.46;2024;tarde;0
5055;ROSETI;Ciclovías mano doble;15;Villa Ortuzar;103.43;2024;tarde;80
15745;SASTRE, MARCOS;Ciclovías mano doble;10;Monte Castro;63.61;2024;tarde;60
11853;FRAGATA PRES. SARMIENTO;Ciclovías mano doble;6;Caballito;15.48;2024;tarde;105
18651;BONIFACIO, JOSE;Ciclovías mano doble;7;Flores;149.07;2024;tarde;97
26823;UNANUE;Ciclovías mano única;8;Villa Lugano;87.52;2024;tarde;11
10932;POTOSI;Ciclovías mano doble;5;Almagro;133.04;2024;tarde;189
17011;USPALLATA;Ciclovías mano doble;4;Barracas;122.60;2024;tarde;0
30018;PEDRAZA, MANUELA;Ciclovías mano doble;13;Nuñez;40.85;2024;tarde;44
18145;HUGO, VICTOR;Ciclovías mano doble;10;Villa Luro;143.69;2024;tarde;31
15875;MORON;Ciclovías mano doble;7;Flores;108.70;2024;tarde;67
13378;CHILE;Ciclovías mano única;1;Monserrat;133.24;2024;tarde;84
2978;CERETTI;Ciclovías mano doble;12;Villa Urquiza;122.28;2024;tarde;61
16279;BOLIVAR;Ciclovías mano doble;1;San Telmo;135.49;2024;tarde;27
14416;SASTRE, MARCOS;Ciclovías mano doble;10;Monte Castro;91.39;2024;tarde;60
11682;DIAZ, CESAR, GRAL.;Ciclovías mano doble;11;Villa Gral. Mitre;59.45;2024;tarde;96
18826;BONIFACIO, JOSE;Ciclovías mano doble;7;Flores;106.71;2024;tarde;97
14935;BOLIVAR;Ciclovías mano doble;1;San Telmo;129.63;2024;tarde;27
2742;SUPERI;Ciclovías mano doble;13;Belgrano;124.92;2024;tarde;315
17253;GONZALEZ, ELPIDIO;Ciclovías mano doble;10;Villa Luro;132.97;2024;tarde;100
16555;GONZALEZ, ELPIDIO;Ciclovías mano doble;10;Villa Luro;127.17;2024;tarde;100
7993;GORRITI;Ciclovías mano doble;14;Palermo;163.99;2024;tarde;235
14214;MENDEZ DE ANDES;Ciclovías mano doble;7;Flores;123.13;2024;tarde;85
1702;IBERA;Ciclovías mano doble;12;Coghlan;100.45;2024;tarde;98
8139;ALVEAR, MARCELO T. DE;Ciclovías mano doble;1;Retiro;110.24;2024;tarde;49
15444;VALLE;Ciclovías mano doble;6;Caballito;130.11;2024;tarde;106
9155;TUCUMAN;Ciclovías mano doble;3;Balvanera;133.69;2024;tarde;225
30419;SARMIENTO;Ciclovías mano doble;1;San Nicolas;18.30;2024;tarde;101
11935;DIAZ, CESAR, GRAL.;Ciclovías mano doble;11;Villa Gral. Mitre;123.52;2024;tarde;96
12138;TACUARI;Ciclovías mano doble;1;Monserrat;122.49;2024;tarde;222
